ppm,mean,rms,std,slope,label
2.0,0.974737805839402,1.3788898012032254,0.4367941995542096,-0.004321756522714978,False
2.033263480110418,1.096709748315091,1.4626590716509966,0.4369641755512625,-0.002719455292173304,False
1.872301888191641,1.219051808263415,1.5423530186054502,0.43713189069429004,0.002234654912740868,False
1.9299348278483346,1.346834077864829,1.6248402286973198,0.43723317887697627,0.0047046526009128006,False
1.9069554965173412,1.4741252813244616,1.7027491231665293,0.4372527080865504,0.008008342206517093,False
1.9480969765210059,1.6051435647645789,1.7815743672308217,0.4376123068972727,0.011054722229695004,False
1.9550343144902174,1.7387837526855998,1.8600436616421014,0.43848836255134704,0.013240658235132813,False
1.9502179097514751,1.8736293332219063,1.936671297008796,0.4395586120957409,0.011525354075608321,False
1.9515510796110254,2.0002982561022806,2.001853133732972,0.4395672626656317,0.01135734515007569,False
1.9574729591731848,2.0059042130112044,2.007571324939179,0.3572753971111397,0.012082021822444751,False
2.0445163136226214,2.0068731790238807,2.008556191261343,0.26986233421018885,0.014119524857609339,False
2.036659255354123,2.020129031807574,2.0215705211482584,0.2149466782968802,0.011088702453750326,False
2.0962925350418766,2.025344619618722,2.02665095633263,0.15831218889623833,0.007549834687385396,False
2.1382430067363347,2.027426910792919,2.0286264187840204,0.11874800315771583,0.005979566670722625,False
2.1575292885809034,2.0349092657740244,2.0360190626311407,0.08244283594469426,0.003597251352066933,False
2.0267027660859873,2.0377335882293615,2.0387605417962735,0.06255127881154188,0.0025879080007701863,False
2.0896953105427856,2.045154740810667,2.0460624262777802,0.06146601613843816,0.001129604977453453,False
2.0487669363132324,2.0522901806900222,2.0530553901593054,0.06220864710115615,-0.0012699261057236486,False
2.084395532730734,2.056863945524635,2.0574929371030946,0.06160331381094102,-0.003875601554507134,False
2.013384232826699,2.0555420186724795,2.056185727031841,0.06155236466995391,-0.00632212571380723,False
1.9402721553044988,2.0496130021877237,2.050441762946569,0.06212634439493028,-0.008535189810661196,False
2.067814656218696,2.040450998752717,2.0413823799898094,0.059912666436721905,-0.010345552030814343,False
2.0002234737756046,2.02507837265893,2.026149620087506,0.057120675177850584,-0.010878915273755091,False
2.068956351052369,2.0080273054470954,2.0090688767306,0.05286187314427005,-0.0089377773769374,False
2.0657181176807047,2.0037035922574082,2.004777070004767,0.05288972777215663,-0.008968328867957545,False
2.030653196526989,1.9967942786226587,1.9977532874837531,0.051903672927159125,-0.009175174517106213,False
2.023365483988128,1.9870803525153287,1.9881460766648575,0.05445519369338953,-0.008488154522910907,False
1.9417949915980302,1.9793326184959947,1.9802491196613226,0.05401901046129369,-0.006690677460511319,False
1.9497004800817719,1.976367418597053,1.9772675795246017,0.05300593934940608,-0.006706988072175593,False
1.8922809892357484,1.9762578315888049,1.9771600885984677,0.045816212310132796,-0.007093301423978153,False
1.884712213191547,1.971553261008335,1.972323448043253,0.045649841880498705,-0.004969065700940594,False
1.9575233550509896,1.9705160368769152,1.9712756369754947,0.045244086955322345,-0.005452684835266466,False
1.9791462923868006,1.960965266444118,1.9615980368307222,0.04559422143447755,-0.0017935314752746856,False
1.8933441185959492,1.9593323217887892,1.959888546706352,0.04560618205655695,0.0017293818628781473,False
1.960431788421389,1.9594549411397693,1.9600156506601847,0.04682356433100261,0.0043682650432660605,False
1.965941034443632,1.9594220813875323,1.9599817329587803,0.04676564270865348,0.006321770526966297,False
1.938518763172527,1.9627541105661335,1.963325308594831,0.0458225698823439,0.007947771595996205,False
1.9925415269311837,1.970062785814445,1.9707867440166993,0.04828942473516531,0.008628665506013902,False
1.9836278876728861,1.9783671415470874,1.979023025772957,0.04360819780671002,0.0059664300830178044,False
1.9161440241276104,1.9811150836779667,1.9816687704319431,0.043994239415931426,0.0024593473440889927,False
2.039591003195445,1.9774359198922187,1.9780858418098362,0.053923222321778805,0.0023831947088146163,False
2.032615106142669,1.9783308203889471,1.9789842569154568,0.05469304068457275,0.0036941275829444884,False
2.0228397279523356,1.9877701207874323,1.9883530831262575,0.05222344352511753,0.0025219692317178977,False
1.9951074584556499,1.9916441369527433,1.992229304090357,0.05227702239962374,0.00406299791839915,False
2.066639284054758,2.000113381581569,2.000856146963787,0.05502126102722558,0.005961476570142695,False
2.0251506809580215,2.012150217630688,2.013060046957577,0.06043817745056103,0.006150984120294421,False
1.9286792872856222,2.01858178201915,2.019579884837155,0.0631103114489874,0.006671630103851568,False
1.8986567344790202,2.024053475431378,2.025065319783586,0.06476709603603815,0.006981017077481204,False
1.9934647003344548,2.0343105863512134,2.0351611941486745,0.06467895251125405,0.004350208517943692,False
2.0443729249717135,2.0329802681538984,2.0338345045896666,0.06278796650242195,0.004143557460117234,False
2.022416047066365,2.0319312195926815,2.032790145637376,0.06133124824658312,0.004157660374290333,False
2.1014489485048387,2.032501647949756,2.033358982743055,0.06131301435613886,0.001879033945898232,False
2.1311081399584255,2.0281795330524766,2.029187393071697,0.06352737947342105,-0.0007788140917307326,False
2.0954465571465857,2.0193709126571937,2.0205035171953956,0.06296881456448875,-0.0018266524899831545,False
2.071174982268533,2.0127154190316143,2.013997626023789,0.064669174708636,-0.00197827426255462,False
2.080257798844979,2.016707178995267,2.0178798362426345,0.06073225001582674,-0.006326108784812015,False
2.0183059120384033,2.015728352469689,2.0169624319721797,0.05719125847919732,-0.011328935217817028,False
2.0158303291632036,2.008490297597355,2.0100044948273927,0.06150696830756918,-0.014395870995887608,False
2.031966581665521,1.9974108754227888,1.9991951343782954,0.06738813824956534,-0.014509747925038771,False
1.9259536200991803,1.9925499413865881,1.994366461360608,0.06798193388934126,-0.014751937979050996,False
1.9257013577302293,1.9831051410395477,1.9847491828292327,0.06614784840436268,-0.010814944514850098,False
1.9186627829487535,1.9790076323076773,1.9804124528900924,0.06460088508692799,-0.005549425329189659,False
1.9925474467040598,1.9790077601813665,1.9804125881915053,0.06784694199386991,-0.0017465043529298306,False
1.8829955100697888,1.9780916946024205,1.9794576989840513,0.06823079979278548,0.0017321497237724635,False
1.8776558223770978,1.9769768174776172,1.9782907282844042,0.06902836770085762,0.004832479830605379,False
1.8671021701786579,1.977820989947638,1.9791546691010864,0.06966396232394939,0.007602449799183504,False
1.9446411024871553,1.981744377890835,1.9832088292990768,0.07224237794366993,0.008371539336443782,False
1.9503321429521885,1.9789265911004112,1.9803517369859718,0.0718359335212923,0.008637055707744642,False
2.0655480002485023,1.9797687358111906,1.9811734433954853,0.07097309165203937,0.007505120192862235,False
2.09544860312561,1.9829033472195634,1.984257563000466,0.06951476567899877,0.007758393123040412,False
2.0565179330053973,1.9913008142945152,1.9926440150394256,0.07256751873192362,0.0047978432469063005,False
2.0624197648481255,1.9863260239978513,1.9877628469919049,0.07260091992646894,0.005354154096545564,False
2.0318126715587392,1.9941685830324425,1.995424825568712,0.07245958054618945,0.0032650408167216325,False
2.0786045362543533,2.0017398990541286,2.0027656085870555,0.07239121634005058,-0.0014384714682180249,False
1.9868819930187398,2.0029175664929144,2.0038687392666303,0.06689095289418909,-0.009591089340790199,False
1.9394279354716488,1.9890618382940919,1.9911486098109572,0.07539256037265689,-0.016664397270975156,False
1.9758551402641966,1.9717125712134296,1.9753012613157848,0.08804038383773294,-0.022006416910446473,False
